Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/3/2015 5:15,ROBBERY,ROBBERY_ARMED WITH A GUN,Sunday,SOUTHERN,NONE,0 Block of MERLIN ST,-122.4017172,37.7781492
5/3/2015 4:04,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Sunday,MISSION,NONE,24TH ST / CAPP ST,-122.4173601,37.75230632
5/3/2015 3:55,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Sunday,CENTRAL,NONE,200 Block of SUTTER ST,-122.4040139,37.78975182
5/3/2015 3:30,ASSAULT,THREATENING PHONE CALL(S),Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055248,37.7977715
5/3/2015 3:30,ASSAULT,THREATS AGAINST LIFE,Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055248,37.7977715
5/3/2015 3:30,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055248,37.7977715
5/3/2015 3:17,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
5/3/2015 3:05,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,TENDERLOIN,NONE,400 Block of LEAVENWORTH ST,-122.4145938,37.78511998
5/3/2015 3:00,ROBBERY,ROBBERY ON THE STREET_STRONGARM,Sunday,TENDERLOIN,ARREST_BOOKED,300 Block of ELLIS ST,-122.4119658,37.78491419
5/3/2015 3:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/3/2015 2:55,NON-CRIMINAL,AIDED CASE,Sunday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.3970324,37.78782467
5/3/2015 2:35,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL,ARREST_BOOKED,700 Block of FONT BL,-122.4835693,37.72306506
5/3/2015 2:30,SEX OFFENSES FORCIBLE,FORCIBLE RAPE_BODILY FORCE,Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
5/3/2015 2:30,KIDNAPPING,FALSE IMPRISONMENT,Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
5/3/2015 2:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,400 Block of 6TH ST,-122.4036714,37.77703244
5/3/2015 2:30,SEX OFFENSES FORCIBLE,ORAL COPULATION_UNLAWFUL (ADULT VICTIM),Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
5/3/2015 2:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,9TH ST / BRANNAN ST,-122.4070043,37.77004911
5/3/2015 2:28,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969
5/3/2015 2:25,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,POLK ST / CEDAR ST,-122.4198349,37.78635804
5/3/2015 2:17,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Sunday,SOUTHERN,ARREST_BOOKED,800 Block of BRYANT ST,-122.4028491,37.77585996
5/3/2015 2:17,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,SOUTHERN,ARREST_BOOKED,800 Block of BRYANT ST,-122.4028491,37.77585996
5/3/2015 2:17,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,SOUTHERN,ARREST_BOOKED,800 Block of BRYANT ST,-122.4028491,37.77585996
5/3/2015 2:15,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,MISSION,NONE,3500 Block of 19TH ST,-122.4218676,37.76012965
5/3/2015 2:02,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Sunday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4095043,37.78152627
5/3/2015 2:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,BAYVIEW,NONE,500 Block of SELBY ST,-122.3959706,37.74392425
5/3/2015 2:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Sunday,TARAVAL,NONE,2000 Block of 43RD AV,-122.5019318,37.74842258
5/3/2015 2:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,LARKIN ST / GEARY ST,-122.4180908,37.78610075
5/3/2015 2:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Sunday,TARAVAL,NONE,25TH AV / OCEAN AV,-122.4809904,37.73247011
5/3/2015 1:59,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.4351616,37.72431024
5/3/2015 1:52,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,CENTRAL,ARREST_BOOKED,700 Block of SUTTER ST,-122.4127403,37.78875511
5/3/2015 1:52,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,CENTRAL,ARREST_BOOKED,700 Block of SUTTER ST,-122.4127403,37.78875511
5/3/2015 1:51,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Sunday,BAYVIEW,ARREST_BOOKED,EVANS AV / NAPOLEON ST,-122.3960102,37.74726229
5/3/2015 1:51,ASSAULT,FIREARM_DISCHARGING AT OCCUPIED BLDG_VEHICLE_OR AIRCRAFT,Sunday,BAYVIEW,ARREST_BOOKED,EVANS AV / NAPOLEON ST,-122.3960102,37.74726229
5/3/2015 1:51,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,BAYVIEW,ARREST_BOOKED,EVANS AV / NAPOLEON ST,-122.3960102,37.74726229
5/3/2015 1:45,ROBBERY,ROBBERY ON THE STREET_STRONGARM,Sunday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4083686,37.78077843
5/3/2015 1:45,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4083686,37.78077843
5/3/2015 1:45,ROBBERY,ROBBERY_ARMED WITH A GUN,Sunday,BAYVIEW,NONE,SELBY ST / GALVEZ AV,-122.3951753,37.74491063
5/3/2015 1:44,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,LAPU-LAPU ST / RIZAL ST,-122.3988824,37.78222265
5/3/2015 1:31,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Sunday,INGLESIDE,NONE,500 Block of ROLPH ST,-122.4329973,37.71197874
5/3/2015 1:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,INGLESIDE,NONE,300 Block of LOSPALMOS DR,-122.4506763,37.73540083
5/3/2015 1:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Sunday,NORTHERN,NONE,2100 Block of LOMBARD ST,-122.4368633,37.79961997
5/3/2015 1:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
5/3/2015 1:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,1900 Block of 20TH AV,-122.4772788,37.75138118
5/3/2015 1:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,0 Block of MIDDLEFIELD DR,-122.4862692,37.73319995
5/3/2015 1:00,ROBBERY,ROBBERY_BODILY FORCE,Sunday,INGLESIDE,NONE,SUNNYDALE AV / HAHN ST,-122.4160002,37.71191554
5/3/2015 0:58,ASSAULT,BATTERY,Sunday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
5/3/2015 0:58,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
5/3/2015 0:55,VANDALISM,MALICIOUS MISCHIEF_VANDALISM OF VEHICLES,Sunday,TARAVAL,NONE,9TH AV / IRVING ST,-122.4663097,37.76403685
5/3/2015 0:40,KIDNAPPING,KIDNAPPING_ADULT VICTIM,Sunday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
5/3/2015 0:40,TRESPASS,TRESPASSING,Sunday,NORTHERN,NONE,2100 Block of JACKSON ST,-122.4304708,37.79304577
5/3/2015 0:40,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION_UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,2100 Block of JACKSON ST,-122.4304708,37.79304577
5/3/2015 0:40,SEX OFFENSES FORCIBLE,ORAL COPULATION_UNLAWFUL (ADULT VICTIM),Sunday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
5/3/2015 0:39,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE_POSSIBLE SHOTS FIRED,Sunday,INGLESIDE,NONE,500 Block of FRANCONIA ST,-122.4081532,37.74177596
5/3/2015 0:30,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,NORTHERN,NONE,3100 Block of FILLMORE ST,-122.435751,37.79872822
5/3/2015 0:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,600 Block of 10TH AV,-122.4682933,37.77608549
5/3/2015 0:30,ASSAULT,ASSAULT_AGGRAVATED_W/ GUN,Sunday,SOUTHERN,NONE,100 Block of RUSS ST,-122.4075322,37.77819422
5/3/2015 0:20,OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Sunday,TARAVAL,NONE,19TH AV / HOLLOWAY AV,-122.4752222,37.72105715
5/3/2015 0:17,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Sunday,BAYVIEW,ARREST_CITED,3RD ST / CESAR CHAVEZ ST,-122.3875868,37.75026529
5/3/2015 0:15,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,3100 Block of 16TH ST,-122.4236373,37.76486667
5/3/2015 0:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,FREELON ST / 4TH ST,-122.3970667,37.77875233
5/3/2015 0:09,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,NONE,0 Block of SOMERSET ST,-122.4093267,37.73071181
5/3/2015 0:09,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL,ARREST_BOOKED,200 Block of ARBALLO DR,-122.4825717,37.7214219
5/3/2015 0:09,ASSAULT,BATTERY_FORMER SPOUSE OR DATING RELATIONSHIP,Sunday,BAYVIEW,NONE,0 Block of SOMERSET ST,-122.4093267,37.73071181
5/3/2015 0:08,VANDALISM,MALICIOUS MISCHIEF_GRAFFITI,Sunday,MISSION,NONE,2300 Block of FOLSOM ST,-122.4146955,37.75968618
5/3/2015 0:05,VANDALISM,MALICIOUS MISCHIEF_VANDALISM OF VEHICLES,Sunday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4068252,37.74105498
5/3/2015 0:05,SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4068252,37.74105498
5/3/2015 0:04,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Sunday,BAYVIEW,ARREST_BOOKED,SHAFTER AV / INGALLS ST,-122.3851225,37.72785972
5/3/2015 0:02,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1900 Block of UNION ST,-122.4318099,37.79750148
5/3/2015 0:01,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457
5/3/2015 0:01,FRAUD,FRAUDULENT CREDIT APPLICATION,Sunday,NORTHERN,NONE,3500 Block of DIVISADERO ST,-122.4433887,37.8023065
5/3/2015 0:01,BURGLARY,BURGLARY OF RESIDENCE_UNLAWFUL ENTRY,Sunday,MISSION,NONE,2100 Block of HARRISON ST,-122.4128817,37.76348576
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,TARAVAL,NONE,0 Block of AERIAL WY,-122.4687742,37.75312839
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,3000 Block of RIVERA ST,-122.4990032,37.74581692
5/3/2015 0:01,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,NORTHERN,NONE,3500 Block of DIVISADERO ST,-122.4433887,37.8023065
5/3/2015 0:01,LARCENY/THEFT,LOST PROPERTY_PETTY THEFT,Sunday,TENDERLOIN,NONE,POWELL ST / GEARY ST,-122.408231,37.78735949
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FILLMORE ST / LAUSSAT ST,-122.4303551,37.77163857
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FRANKLIN ST / POST ST,-122.4232177,37.7864018
5/2/2015 23:59,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,UNFOUNDED,NORTHPOINT ST / POWELL ST,-122.4121433,37.8067579
5/2/2015 23:45,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,1900 Block of INGALLS ST,-122.385911,37.72688192
5/2/2015 23:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,600 Block of PAGE ST,-122.4314595,37.77287803
5/2/2015 23:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,1900 Block of MARKET ST,-122.425669,37.7702452
5/2/2015 23:30,ROBBERY,ROBBERY_BODILY FORCE,Saturday,SOUTHERN,NONE,FOLSOM ST / 2ND ST,-122.3967072,37.78554295
5/2/2015 23:19,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TARAVAL,NONE,3500 Block of 19TH AV,-122.4748295,37.72397582
5/2/2015 23:15,STOLEN PROPERTY,STOLEN PROPERTY_POSSESSION WITH KNOWLEDGE_RECEIVING,Saturday,RICHMOND,ARREST_BOOKED,DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
5/2/2015 23:15,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,RICHMOND,ARREST_BOOKED,DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
5/2/2015 23:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,ARREST_BOOKED,DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
5/2/2015 23:14,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
5/2/2015 23:10,ASSAULT,BATTERY,Saturday,BAYVIEW,ARREST_BOOKED,2400 Block of PHELPS ST,-122.4001306,37.73009254
5/2/2015 23:10,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,ARREST_BOOKED,2400 Block of PHELPS ST,-122.4001306,37.73009254
5/2/2015 23:10,OTHER OFFENSES,PROBATION VIOLATION,Saturday,BAYVIEW,ARREST_BOOKED,2400 Block of PHELPS ST,-122.4001306,37.73009254
5/2/2015 23:10,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,BAYVIEW,ARREST_BOOKED,WILLIAMS AV / VENUS ST,-122.3980748,37.73003883
5/2/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,BAYVIEW,NONE,1200 Block of SILVER AV,-122.4109234,37.73072546
5/2/2015 23:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Saturday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209638,37.78770463
5/2/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,INGLESIDE,NONE,100 Block of CRESTAVISTA DR,-122.4542824,37.73563191
5/2/2015 23:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,100 Block of CRESTAVISTA DR,-122.4542824,37.73563191
5/2/2015 23:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE,200 Block of BROOKDALE AV,-122.4230983,37.71030452
5/2/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,2600 Block of 45TH AV,-122.5031525,37.73714861
5/2/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,1200 Block of POLK ST,-122.420327,37.78845216
5/2/2015 23:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,1500 Block of FILLMORE ST,-122.4327438,37.78384245
5/2/2015 23:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Saturday,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.4004736,37.78502906
5/2/2015 23:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Saturday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
5/2/2015 23:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,MASON ST / POST ST,-122.4100599,37.78808253
5/2/2015 22:35,VANDALISM,MALICIOUS MISCHIEF_BREAKING WINDOWS,Saturday,NORTHERN,NONE,900 Block of GEARY ST,-122.4189401,37.78604922
5/2/2015 22:31,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Saturday,BAYVIEW,NONE,0 Block of DAKOTA ST,-122.3956354,37.75356457
5/2/2015 22:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,500 Block of JACKSON ST,-122.4039801,37.79641217
5/2/2015 22:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,MISSION,NONE,500 Block of HILL ST,-122.4333883,37.75540927
5/2/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,SOUTHERN,NONE,3RD ST / BRYANT ST,-122.3958483,37.78132105
5/2/2015 22:15,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Saturday,TARAVAL,NONE,1600 Block of KIRKHAM ST,-122.4784851,37.75981535
5/2/2015 22:06,VEHICLE THEFT,STOLEN TRUCK,Saturday,TENDERLOIN,ARREST_BOOKED,200 Block of MASON ST,-122.4095237,37.7857603
5/2/2015 22:06,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,TENDERLOIN,ARREST_BOOKED,200 Block of MASON ST,-122.4095237,37.7857603
5/2/2015 22:06,OTHER OFFENSES,RESISTING ARREST,Saturday,TENDERLOIN,ARREST_BOOKED,200 Block of MASON ST,-122.4095237,37.7857603
5/2/2015 22:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,UNFOUNDED,300 Block of ELLIS ST,-122.4119876,37.78502266
5/2/2015 22:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,TARAVAL,NONE,3000 Block of 25TH AV,-122.481015,37.73179892
5/2/2015 22:00,BURGLARY,BURGLARY_HOT PROWL_UNLAWFUL ENTRY,Saturday,PARK,NONE,1600 Block of PAGE ST,-122.4479718,37.77088508
5/2/2015 22:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.4313429,37.76845391
5/2/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969
5/2/2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,DOLORES ST / VALLEY ST,-122.4244613,37.74463651
5/2/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,FILBERT ST / FILLMORE ST,-122.4356798,37.79802059
5/2/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,SANCHEZ ST / DUNCAN ST,-122.4291173,37.74596131
5/2/2015 21:40,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
5/2/2015 21:40,OTHER OFFENSES,DRIVERS LICENSE_SUSPENDED OR REVOKED,Saturday,CENTRAL,ARREST_BOOKED,POWELL ST / GREENWICH ST,-122.4112063,37.80210062
5/2/2015 21:40,ROBBERY,ROBBERY_ARMED WITH A KNIFE,Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
5/2/2015 21:25,ROBBERY,ROBBERY_BODILY FORCE,Saturday,BAYVIEW,NONE,1400 Block of REVERE AV,-122.3874135,37.73003992
5/2/2015 21:15,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161
5/2/2015 21:10,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,ARREST_BOOKED,600 Block of HOWARD ST,-122.3999885,37.78548734
5/2/2015 21:10,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Saturday,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.4087106,37.78097067
5/2/2015 21:08,VANDALISM,MALICIOUS MISCHIEF_BREAKING WINDOWS,Saturday,INGLESIDE,NONE,0 Block of SANTOS ST,-122.4188172,37.71131574
5/2/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,1100 Block of ALEMANY BL,-122.43022,37.73073276
5/2/2015 21:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,MISSION,NONE,300 Block of VICKSBURG ST,-122.4285749,37.75122121
5/2/2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,300 Block of VICKSBURG ST,-122.4285749,37.75122121
5/2/2015 21:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,MISSION,NONE,800 Block of CASTRO ST,-122.4345755,37.75567172
5/2/2015 21:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,3100 Block of 22ND ST,-122.4182157,37.75541389
5/2/2015 21:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Saturday,NORTHERN,NONE,2100 Block of VANNESS AV,-122.4234925,37.79526303
5/2/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,300 Block of DRUMM ST,-122.3971176,37.79679524
5/2/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,0 Block of KNOTT CT,-122.4412171,37.70905975
5/2/2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,17TH ST / SANCHEZ ST,-122.4307263,37.76275168
5/2/2015 21:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,FULTON ST / HYDE ST,-122.4151278,37.77978707
5/2/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,WEBSTER ST / UNION ST,-122.4338505,37.79729795
5/2/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,GRANT AV / PINE ST,-122.4057448,37.79149808
5/2/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,SCOTT ST / FELL ST,-122.4359434,37.77427463
5/2/2015 20:50,ASSAULT,BATTERY,Saturday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
5/2/2015 20:50,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Saturday,SOUTHERN,NONE,0 Block of BRADY ST,-122.4200707,37.77253774
5/2/2015 20:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,WEBSTER ST / GEARY BL,-122.4312069,37.78456812
5/2/2015 20:44,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
5/2/2015 20:40,OTHER OFFENSES,PERMIT VIOLATION_POLICE (GENERAL),Saturday,SOUTHERN,ARREST_BOOKED,MISSION ST / STEUART ST,-122.3931859,37.79323041
5/2/2015 20:40,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,ARREST_BOOKED,MISSION ST / STEUART ST,-122.3931859,37.79323041
5/2/2015 20:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,2200 Block of CHESTNUT ST,-122.4398959,37.80029798
5/2/2015 20:30,NON-CRIMINAL,AIDED CASE,Saturday,MISSION,NONE,1500 Block of BRYANT ST,-122.4106001,37.76753256
5/2/2015 20:30,VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,NONE,2400 Block of SAN BRUNO AV,-122.4048304,37.73079459
5/2/2015 20:30,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,MISSION,NONE,MISSION ST / CESAR CHAVEZ ST,-122.4182219,37.74816641
5/2/2015 20:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,CHURCH ST / MARKET ST,-122.42895,37.76750273
5/2/2015 20:26,VANDALISM,MALICIOUS MISCHIEF_BREAKING WINDOWS,Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4135641,37.77951403
5/2/2015 20:25,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,MISSION,NONE,3400 Block of CESAR CHAVEZ ST,-122.4186949,37.74824538
5/2/2015 20:25,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,SOUTHERN,NONE,STEVENSON ST / BRADY ST,-122.4207778,37.77316299
5/2/2015 20:17,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,MISSION,ARREST_BOOKED,16TH ST / MISSION ST,-122.4196718,37.76505012
5/2/2015 20:17,ASSAULT,ATTEMPTED HOMICIDE WITH A KNIFE,Saturday,MISSION,ARREST_BOOKED,16TH ST / MISSION ST,-122.4196718,37.76505012
5/2/2015 20:17,ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,ARREST_BOOKED,16TH ST / MISSION ST,-122.4196718,37.76505012
5/2/2015 20:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.4210968,37.78429378
5/2/2015 20:10,VANDALISM,MALICIOUS MISCHIEF_BREAKING WINDOWS,Saturday,INGLESIDE,NONE,100 Block of BLYTHDALE AV,-122.4205568,37.71089458
5/2/2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,0 Block of MONTANA ST,-122.4550489,37.7166743
5/2/2015 20:00,NON-CRIMINAL,AIDED CASE_INJURED PERSON,Saturday,NORTHERN,NONE,GREENWICH ST / BUCHANAN ST,-122.432582,37.79936794
5/2/2015 20:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,NORTHERN,NONE,GREENWICH ST / BUCHANAN ST,-122.432582,37.79936794
